Dist,Mv,CL,Typ,LTef,logg,Age,Mass,B-V,U-B,V-I,V-K,V,[Fe/H],l,b,Av,Mbol
7.259,6.1,5.0,6.2,3.695,4.56,10.0,0.81,2.026,1.533,2.332,5.208,23.926,-0.11,1.0,-4.0,3.451,5.98
7.259,6.2,5.0,6.2,3.694,4.57,10.0,0.8,2.054,1.599,2.35,5.258,23.88,-0.53,1.0,-4.0,3.451,6.005
7.259,6.3,5.0,6.5,3.654,4.6,10.0,0.79,2.074,1.641,2.368,5.303,24.134,0.51,1.0,-4.0,3.451,6.633
7.259,6.3,5.0,6.5,3.654,4.6,10.0,0.79,2.074,1.641,2.368,5.303,24.14,-0.32,1.0,-4.0,3.451,6.633
7.259,6.3,5.0,6.5,3.654,4.6,10.0,0.79,2.074,1.641,2.368,5.303,23.99,-0.09,1.0,-4.0,3.451,6.633
7.259,6.4,5.0,6.5,3.652,4.6,10.0,0.79,2.087,1.662,2.386,5.344,24.062,0.62,1.0,-4.0,3.451,6.66
7.259,6.4,5.0,6.5,3.652,4.6,10.0,0.79,2.087,1.662,2.386,5.344,24.105,0.16,1.0,-4.0,3.451,6.66
7.259,6.4,5.0,6.5,3.652,4.6,10.0,0.79,2.087,1.662,2.386,5.344,24.126,0.4,1.0,-4.0,3.451,6.66
7.259,6.4,5.0,6.5,3.652,4.6,10.0,0.79,2.087,1.662,2.386,5.344,24.236,-0.4,1.0,-4.0,3.451,6.66
7.259,6.4,5.0,6.5,3.652,4.6,10.0,0.79,2.087,1.662,2.386,5.344,24.113,-1.13,1.0,-4.0,3.451,6.66
7.259,6.5,5.0,6.5,3.651,4.61,10.0,0.77,2.102,1.686,2.406,5.389,24.202,0.2,1.0,-4.0,3.451,6.69
7.259,6.5,5.0,6.5,3.651,4.61,10.0,0.77,2.102,1.686,2.406,5.389,24.292,0.23,1.0,-4.0,3.451,6.69
7.259,6.5,5.0,6.5,3.651,4.61,10.0,0.77,2.102,1.686,2.406,5.389,24.301,0.01,1.0,-4.0,3.451,6.69
7.259,6.5,5.0,6.5,3.651,4.61,10.0,0.77,2.102,1.686,2.406,5.389,24.323,0.0,1.0,-4.0,3.451,6.69
7.259,6.5,5.0,6.5,3.651,4.61,10.0,0.77,2.102,1.686,2.406,5.389,24.204,-0.15,1.0,-4.0,3.451,6.69
7.259,6.5,5.0,6.5,3.651,4.61,10.0,0.77,2.102,1.686,2.406,5.389,24.324,-0.24,1.0,-4.0,3.451,6.69
7.259,6.6,5.0,6.5,3.649,4.61,10.0,0.76,2.124,1.722,2.434,5.45,24.427,-0.19,1.0,-4.0,3.451,6.718
7.259,6.6,5.0,6.5,3.649,4.61,10.0,0.76,2.124,1.722,2.434,5.45,24.327,-0.01,1.0,-4.0,3.451,6.718
7.259,6.6,5.0,6.5,3.649,4.61,10.0,0.76,2.124,1.722,2.434,5.45,24.411,0.45,1.0,-4.0,3.451,6.718
7.259,6.6,5.0,6.5,3.649,4.61,10.0,0.76,2.124,1.722,2.434,5.45,24.437,0.25,1.0,-4.0,3.451,6.718
7.259,6.6,5.0,6.5,3.649,4.61,10.0,0.76,2.124,1.722,2.434,5.45,24.389,0.79,1.0,-4.0,3.451,6.718
7.259,6.6,5.0,6.5,3.649,4.61,10.0,0.76,2.124,1.722,2.434,5.45,24.345,0.65,1.0,-4.0,3.451,6.718
7.259,6.6,5.0,6.5,3.649,4.61,10.0,0.76,2.124,1.722,2.434,5.45,24.267,-0.85,1.0,-4.0,3.451,6.718
7.259,6.6,5.0,6.5,3.649,4.61,10.0,0.76,2.124,1.722,2.434,5.45,24.414,0.56,1.0,-4.0,3.451,6.718
7.259,6.6,5.0,6.5,3.649,4.61,10.0,0.76,2.124,1.722,2.434,5.45,24.453,0.15,1.0,-4.0,3.451,6.718
7.259,6.7,5.0,6.5,3.648,4.62,10.0,0.75,2.145,1.756,2.463,5.507,24.428,-0.27,1.0,-4.0,3.451,6.747
7.259,6.7,5.0,6.5,3.648,4.62,10.0,0.75,2.145,1.756,2.463,5.507,24.394,0.61,1.0,-4.0,3.451,6.747
7.259,6.7,5.0,6.5,3.648,4.62,10.0,0.75,2.145,1.756,2.463,5.507,24.437,0.28,1.0,-4.0,3.451,6.747
7.259,6.7,5.0,6.5,3.648,4.62,10.0,0.75,2.145,1.756,2.463,5.507,24.466,-0.01,1.0,-4.0,3.451,6.747
7.259,6.7,5.0,6.5,3.648,4.62,10.0,0.75,2.145,1.756,2.463,5.507,24.503,-0.46,1.0,-4.0,3.451,6.747
7.259,6.7,5.0,6.5,3.648,4.62,10.0,0.75,2.145,1.756,2.463,5.507,24.459,0.07,1.0,-4.0,3.451,6.747
7.259,6.8,5.0,6.5,3.646,4.62,10.0,0.74,2.173,1.799,2.502,5.581,24.551,-0.25,1.0,-4.0,3.451,6.775
7.259,6.8,5.0,6.5,3.646,4.62,10.0,0.74,2.173,1.799,2.502,5.581,24.491,-0.39,1.0,-4.0,3.451,6.775
7.259,6.8,5.0,6.5,3.646,4.62,10.0,0.74,2.173,1.799,2.502,5.581,24.578,-0.28,1.0,-4.0,3.451,6.775
7.259,6.8,5.0,6.5,3.646,4.62,10.0,0.74,2.173,1.799,2.502,5.581,24.467,-0.35,1.0,-4.0,3.451,6.775
7.259,6.8,5.0,6.5,3.646,4.62,10.0,0.74,2.173,1.799,2.502,5.581,24.468,-0.36,1.0,-4.0,3.451,6.775
7.259,6.8,5.0,6.5,3.646,4.62,10.0,0.74,2.173,1.799,2.502,5.581,24.539,-0.6,1.0,-4.0,3.451,6.775
7.259,6.8,5.0,6.5,3.646,4.62,10.0,0.74,2.173,1.799,2.502,5.581,24.578,-0.19,1.0,-4.0,3.451,6.775
7.259,7.0,5.0,6.5,3.644,4.63,10.0,0.73,2.212,1.864,2.555,5.676,24.701,-0.13,1.0,-4.0,3.451,6.802
7.259,7.0,5.0,6.5,3.644,4.63,10.0,0.73,2.212,1.864,2.555,5.676,24.806,0.07,1.0,-4.0,3.451,6.802
7.259,7.0,5.0,6.5,3.644,4.63,10.0,0.73,2.212,1.864,2.555,5.676,24.741,-0.78,1.0,-4.0,3.451,6.802
7.259,7.0,5.0,6.5,3.644,4.63,10.0,0.73,2.212,1.864,2.555,5.676,24.694,0.16,1.0,-4.0,3.451,6.802
7.259,7.0,5.0,6.5,3.644,4.63,10.0,0.73,2.212,1.864,2.555,5.676,24.66,0.16,1.0,-4.0,3.451,6.802
7.259,7.0,5.0,6.5,3.644,4.63,10.0,0.73,2.212,1.864,2.555,5.676,24.756,-0.14,1.0,-4.0,3.451,6.802
7.259,7.0,5.0,6.5,3.644,4.63,10.0,0.73,2.212,1.864,2.555,5.676,24.674,-0.11,1.0,-4.0,3.451,6.802
7.259,7.0,5.0,6.5,3.644,4.63,10.0,0.73,2.212,1.864,2.555,5.676,24.692,0.29,1.0,-4.0,3.451,6.802
7.259,7.0,5.0,6.5,3.644,4.63,10.0,0.73,2.212,1.864,2.555,5.676,24.732,0.21,1.0,-4.0,3.451,6.802
7.259,7.2,5.0,6.7,3.643,4.63,10.0,0.71,2.264,1.954,2.624,5.791,24.919,0.89,1.0,-4.0,3.451,6.83
7.259,7.2,5.0,6.7,3.643,4.63,10.0,0.71,2.264,1.954,2.624,5.791,24.957,-0.79,1.0,-4.0,3.451,6.83
7.259,7.2,5.0,6.7,3.643,4.63,10.0,0.71,2.264,1.954,2.624,5.791,24.907,0.79,1.0,-4.0,3.451,6.83
7.259,7.2,5.0,6.7,3.643,4.63,10.0,0.71,2.264,1.954,2.624,5.791,24.91,0.33,1.0,-4.0,3.451,6.83
7.259,7.2,5.0,6.7,3.643,4.63,10.0,0.71,2.264,1.954,2.624,5.791,24.883,0.36,1.0,-4.0,3.451,6.83
7.259,7.2,5.0,6.7,3.643,4.63,10.0,0.71,2.264,1.954,2.624,5.791,25.043,-1.01,1.0,-4.0,3.451,6.83
7.259,7.2,5.0,6.7,3.643,4.63,10.0,0.71,2.264,1.954,2.624,5.791,25.015,-0.08,1.0,-4.0,3.451,6.83
7.259,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,25.271,0.47,1.0,-4.0,3.451,7.597
7.259,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,25.225,-0.33,1.0,-4.0,3.451,7.597
7.259,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,25.199,0.59,1.0,-4.0,3.451,7.597
7.259,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,25.295,0.54,1.0,-4.0,3.451,7.597
7.259,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,25.23,0.27,1.0,-4.0,3.451,7.597
7.259,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,25.273,0.12,1.0,-4.0,3.451,7.597
7.259,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,25.316,0.59,1.0,-4.0,3.451,7.597
7.259,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,25.169,-0.43,1.0,-4.0,3.451,7.597
7.259,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,25.285,-0.33,1.0,-4.0,3.451,7.597
7.259,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,25.287,-0.2,1.0,-4.0,3.451,7.597
7.259,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,25.281,0.06,1.0,-4.0,3.451,7.597
7.259,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,25.185,-0.02,1.0,-4.0,3.451,7.597
7.259,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,25.171,-0.25,1.0,-4.0,3.451,7.597
7.259,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,25.175,-0.32,1.0,-4.0,3.451,7.597
7.259,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,25.298,-0.94,1.0,-4.0,3.451,7.597
7.259,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,25.342,-0.49,1.0,-4.0,3.451,7.597
7.259,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.541,0.39,1.0,-4.0,3.451,7.628
7.259,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.415,-0.19,1.0,-4.0,3.451,7.628
7.259,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.399,-0.1,1.0,-4.0,3.451,7.628
7.259,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.367,0.83,1.0,-4.0,3.451,7.628
7.259,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.407,-0.6,1.0,-4.0,3.451,7.628
7.259,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.413,-0.1,1.0,-4.0,3.451,7.628
7.259,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.485,0.0,1.0,-4.0,3.451,7.628
7.259,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.433,0.16,1.0,-4.0,3.451,7.628
7.259,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.519,-0.04,1.0,-4.0,3.451,7.628
7.259,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.555,-0.06,1.0,-4.0,3.451,7.628
7.259,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.552,-0.31,1.0,-4.0,3.451,7.628
7.259,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.376,0.44,1.0,-4.0,3.451,7.628
7.259,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.553,1.31,1.0,-4.0,3.451,7.628
7.259,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.43,-0.39,1.0,-4.0,3.451,7.628
7.259,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.396,-0.09,1.0,-4.0,3.451,7.628
7.259,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.532,0.37,1.0,-4.0,3.451,7.628
7.259,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.37,-0.28,1.0,-4.0,3.451,7.628
7.259,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.54,-0.13,1.0,-4.0,3.451,7.628
7.259,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.477,0.3,1.0,-4.0,3.451,7.628
7.259,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.438,-0.61,1.0,-4.0,3.451,7.628
7.259,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.778,-0.39,1.0,-4.0,3.451,7.66
7.259,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.75,0.24,1.0,-4.0,3.451,7.66
7.259,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.844,-0.26,1.0,-4.0,3.451,7.66
7.259,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.831,0.16,1.0,-4.0,3.451,7.66
7.259,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.735,0.24,1.0,-4.0,3.451,7.66
7.259,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.811,0.38,1.0,-4.0,3.451,7.66
7.259,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.842,-0.11,1.0,-4.0,3.451,7.66
7.259,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.747,-0.4,1.0,-4.0,3.451,7.66
7.259,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.784,0.33,1.0,-4.0,3.451,7.66
7.259,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.845,0.29,1.0,-4.0,3.451,7.66
7.259,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.718,-0.4,1.0,-4.0,3.451,7.66
7.259,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.743,0.37,1.0,-4.0,3.451,7.66
7.259,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.816,0.14,1.0,-4.0,3.451,7.66
7.259,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.699,-0.34,1.0,-4.0,3.451,7.66
7.259,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.71,-0.23,1.0,-4.0,3.451,7.66
7.259,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.827,0.16,1.0,-4.0,3.451,7.66
7.259,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.672,-0.52,1.0,-4.0,3.451,7.66
7.259,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.81,1.95,1.0,-4.0,3.451,7.66
7.259,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.696,-0.3,1.0,-4.0,3.451,7.66
7.259,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.842,-0.52,1.0,-4.0,3.451,7.66
7.259,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.855,-0.28,1.0,-4.0,3.451,7.66
7.259,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.793,-0.38,1.0,-4.0,3.451,7.66
7.259,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.819,0.42,1.0,-4.0,3.451,7.66
7.758,8.1,5.0,6.7,3.613,4.66,5.0,0.66,2.43,2.221,2.955,6.284,25.98,0.31,1.0,-4.0,3.451,6.762
7.758,7.8,5.0,6.7,3.623,4.65,5.0,0.67,2.417,2.253,2.868,6.182,25.71,0.48,1.0,-4.0,3.451,6.493
7.758,7.9,5.0,6.7,3.62,4.68,7.0,0.68,2.414,2.142,2.892,6.237,25.755,0.07,1.0,-4.0,3.451,6.593
7.758,7.6,5.0,6.5,3.63,4.65,6.0,0.7,2.409,2.259,2.809,6.095,25.504,0.55,1.0,-4.0,3.451,6.325
7.758,5.9,5.0,6.1,3.701,4.53,7.0,0.83,2.001,1.448,2.312,5.19,23.884,-0.21,1.0,-4.0,3.451,5.055
7.758,5.8,5.0,6.0,3.707,4.56,6.0,0.9,2.058,1.663,2.335,5.163,23.672,0.46,1.0,-4.0,3.451,5.02
7.758,5.0,5.0,5.5,3.75,4.47,5.0,0.99,1.856,1.261,2.181,4.724,22.925,0.46,1.0,-4.0,3.451,4.315
7.758,4.8,5.0,5.3,3.75,4.39,6.0,0.99,1.859,1.273,2.182,4.723,22.714,0.49,1.0,-4.0,3.451,4.115
7.758,3.7,5.0,4.8,3.78,4.13,6.0,1.14,1.712,1.031,2.048,4.462,21.604,0.31,1.0,-4.0,3.451,3.11
7.758,8.0,5.0,6.64,3.638,4.75,8.0,0.57,2.241,1.654,2.702,5.814,25.849,-1.2,1.0,-4.0,3.451,7.368
7.758,7.2,5.0,6.37,3.674,4.71,8.0,0.63,2.072,1.466,2.405,5.471,25.086,-1.08,1.0,-4.0,3.451,6.779
7.758,7.2,5.0,6.37,3.674,4.71,8.0,0.63,2.146,1.756,2.444,5.522,25.024,-0.2,1.0,-4.0,3.451,6.779
7.758,7.0,5.0,6.29,3.684,4.7,8.0,0.65,2.048,1.5,2.373,5.378,24.924,-0.65,1.0,-4.0,3.451,6.625
7.758,6.8,5.0,6.21,3.695,4.68,8.0,0.66,1.953,1.174,2.316,5.22,24.765,-1.34,1.0,-4.0,3.451,6.469
7.758,6.6,5.0,6.12,3.705,4.67,8.0,0.68,1.98,1.418,2.307,5.164,24.575,-0.22,1.0,-4.0,3.451,6.31
7.758,6.6,5.0,6.12,3.705,4.67,8.0,0.68,1.975,1.399,2.305,5.162,24.517,-0.27,1.0,-4.0,3.451,6.31
7.758,6.6,5.0,6.12,3.705,4.67,8.0,0.68,1.911,1.131,2.288,5.14,24.585,-1.12,1.0,-4.0,3.451,6.31
7.758,6.2,5.0,5.75,3.726,4.65,8.0,0.71,1.844,1.082,2.244,4.974,24.02,-0.59,1.0,-4.0,3.451,5.982
7.758,6.2,5.0,5.75,3.726,4.65,8.0,0.71,1.905,1.306,2.253,4.982,24.048,0.06,1.0,-4.0,3.451,5.982
7.758,6.0,5.0,5.58,3.737,4.63,8.0,0.73,1.744,0.817,2.21,4.87,23.866,-1.33,1.0,-4.0,3.451,5.812
7.758,6.0,5.0,5.58,3.737,4.63,8.0,0.73,1.787,0.968,2.211,4.865,23.895,-0.69,1.0,-4.0,3.451,5.812
7.758,6.0,5.0,5.58,3.737,4.63,8.0,0.73,1.819,1.078,2.213,4.864,23.894,-0.33,1.0,-4.0,3.451,5.812
7.758,5.6,5.0,5.28,3.755,4.58,8.0,0.77,1.723,0.882,2.142,4.686,23.586,-0.54,1.0,-4.0,3.451,5.457
7.758,5.2,5.0,5.04,3.771,4.52,8.0,0.81,1.631,0.727,2.08,4.574,23.138,-0.96,1.0,-4.0,3.451,5.084
7.758,5.2,5.0,5.04,3.771,4.52,8.0,0.81,1.657,0.803,2.079,4.562,23.01,-0.59,1.0,-4.0,3.451,5.084
7.758,5.2,5.0,5.04,3.771,4.52,8.0,0.81,1.666,0.83,2.079,4.559,23.004,-0.46,1.0,-4.0,3.451,5.084
7.758,5.0,5.0,4.95,3.777,4.48,8.0,0.82,1.647,0.821,2.056,4.515,22.873,-0.42,1.0,-4.0,3.451,4.893
7.758,4.2,5.0,4.73,3.793,4.26,8.0,0.88,1.608,0.837,1.996,4.355,22.177,-0.29,1.0,-4.0,3.451,4.108
7.758,0.6,3.0,5.95,3.665,2.2,8.0,0.93,2.216,1.721,2.461,5.568,18.552,-0.55,1.0,-4.0,3.451,0.2
7.758,7.2,5.0,6.25,3.69,4.77,9.0,0.58,1.959,1.077,2.339,5.252,25.034,-1.96,1.0,-4.0,3.451,6.893
7.758,6.6,5.0,5.84,3.721,4.73,9.0,0.62,1.805,0.868,2.252,5.016,24.417,-1.62,1.0,-4.0,3.451,6.392
7.758,0.8,3.0,6.1,3.657,2.22,10.0,1.06,2.341,2.093,2.516,5.661,18.647,-0.72,1.0,-4.0,3.451,0.47
7.758,1.4,3.0,6.2,3.645,2.48,10.0,1.06,2.369,2.162,2.614,5.819,19.229,-0.05,1.0,-4.0,3.451,1.035
7.758,1.8,3.0,6.2,3.653,2.68,10.0,1.05,2.342,2.093,2.557,5.728,19.696,-0.44,1.0,-4.0,3.451,1.452
7.758,2.3,3.0,6.1,3.663,2.97,10.0,1.05,2.263,1.944,2.476,5.589,20.107,0.29,1.0,-4.0,3.451,2.095
7.758,2.6,3.0,6.0,3.668,3.13,10.0,1.05,2.233,1.895,2.444,5.532,20.482,1.15,1.0,-4.0,3.451,2.432
7.758,2.6,3.0,6.0,3.668,3.13,10.0,1.05,2.233,1.895,2.444,5.532,20.6,0.02,1.0,-4.0,3.451,2.432
7.758,2.8,3.0,6.0,3.669,3.2,10.0,1.05,2.225,1.882,2.436,5.518,20.674,-0.6,1.0,-4.0,3.451,2.602
7.758,3.2,3.0,6.0,3.674,3.39,10.0,1.05,2.194,1.832,2.41,5.465,21.016,-0.5,1.0,-4.0,3.451,3.025
7.758,3.5,3.0,6.0,3.678,3.54,10.0,1.05,2.165,1.775,2.39,5.416,21.465,1.07,1.0,-4.0,3.451,3.362
7.758,3.8,3.0,5.8,3.684,3.7,10.0,1.04,2.129,1.704,2.371,5.355,21.718,-0.12,1.0,-4.0,3.451,3.69
7.758,3.9,3.0,5.6,3.692,3.79,10.0,1.04,2.089,1.627,2.344,5.27,21.893,-0.2,1.0,-4.0,3.451,3.838
7.758,3.9,4.0,5.6,3.712,3.89,10.0,1.04,1.99,1.428,2.289,5.096,21.702,0.33,1.0,-4.0,3.451,3.892
7.758,3.9,4.0,5.4,3.725,3.93,10.0,1.03,1.925,1.308,2.255,4.98,21.712,-0.69,1.0,-4.0,3.451,3.878
7.758,3.9,4.0,5.4,3.725,3.93,10.0,1.03,1.925,1.308,2.255,4.98,21.837,0.54,1.0,-4.0,3.451,3.878
7.758,3.8,4.0,5.2,3.74,4.0,10.0,1.03,1.854,1.187,2.211,4.827,21.763,-0.15,1.0,-4.0,3.451,3.892
7.758,3.8,4.0,5.1,3.745,4.03,10.0,1.02,1.827,1.139,2.188,4.769,21.684,0.16,1.0,-4.0,3.451,3.92
7.758,3.8,4.0,5.1,3.748,4.05,10.0,1.02,1.811,1.113,2.174,4.735,21.696,-0.22,1.0,-4.0,3.451,3.935
7.758,3.9,4.0,6.0,3.754,4.11,10.0,1.01,1.78,1.065,2.146,4.663,21.734,0.18,1.0,-4.0,3.451,4.02
7.758,4.0,4.0,6.0,3.756,4.12,10.0,1.01,1.773,1.053,2.138,4.645,21.872,0.55,1.0,-4.0,3.451,4.043
7.758,4.0,4.0,6.0,3.758,4.14,10.0,1.01,1.766,1.043,2.132,4.628,21.818,-0.61,1.0,-4.0,3.451,4.063
7.758,4.0,4.0,6.0,3.758,4.14,10.0,1.01,1.766,1.043,2.132,4.628,21.82,0.04,1.0,-4.0,3.451,4.063
7.758,4.0,4.0,6.0,3.758,4.14,10.0,1.01,1.766,1.043,2.132,4.628,21.804,-0.02,1.0,-4.0,3.451,4.063
7.758,4.1,4.0,6.0,3.76,4.16,10.0,1.0,1.763,1.037,2.129,4.618,21.917,0.06,1.0,-4.0,3.451,4.102
7.758,4.1,4.0,5.2,3.743,4.21,10.0,1.0,1.761,1.034,2.127,4.615,22.068,0.31,1.0,-4.0,3.451,4.497
7.758,4.2,4.0,5.2,3.743,4.22,10.0,0.99,1.763,1.037,2.128,4.619,22.084,-0.01,1.0,-4.0,3.451,4.535
7.758,4.2,4.0,5.1,3.744,4.26,10.0,0.99,1.758,1.032,2.123,4.613,22.103,-0.05,1.0,-4.0,3.451,4.605
7.758,4.3,5.0,5.5,3.745,4.28,10.0,0.98,1.755,1.029,2.121,4.609,22.142,0.46,1.0,-4.0,3.451,4.665
7.758,4.5,5.0,5.5,3.745,4.37,10.0,0.97,1.781,1.064,2.147,4.663,22.473,0.56,1.0,-4.0,3.451,4.878
7.758,4.6,5.0,5.5,3.744,4.37,10.0,0.96,1.782,1.065,2.147,4.666,22.568,0.05,1.0,-4.0,3.451,4.895
7.758,4.6,5.0,5.5,3.744,4.37,10.0,0.96,1.782,1.065,2.147,4.666,22.466,0.91,1.0,-4.0,3.451,4.895
7.758,4.6,5.0,5.5,3.744,4.38,10.0,0.96,1.781,1.066,2.147,4.668,22.53,0.79,1.0,-4.0,3.451,4.918
7.758,4.6,5.0,5.5,3.744,4.38,10.0,0.96,1.781,1.066,2.147,4.668,22.556,-0.26,1.0,-4.0,3.451,4.918
7.758,4.6,5.0,5.5,3.744,4.38,10.0,0.96,1.781,1.066,2.147,4.668,22.416,-0.36,1.0,-4.0,3.451,4.918
7.758,4.7,5.0,5.5,3.744,4.39,10.0,0.95,1.782,1.067,2.147,4.671,22.541,0.24,1.0,-4.0,3.451,4.94
7.758,4.7,5.0,5.5,3.744,4.4,10.0,0.95,1.783,1.07,2.148,4.676,22.678,-0.25,1.0,-4.0,3.451,4.963
7.758,4.7,5.0,5.5,3.744,4.4,10.0,0.95,1.783,1.07,2.148,4.676,22.575,0.12,1.0,-4.0,3.451,4.963
7.758,4.7,5.0,5.5,3.744,4.4,10.0,0.95,1.783,1.07,2.148,4.676,22.609,-0.22,1.0,-4.0,3.451,4.963
7.758,4.7,5.0,5.5,3.744,4.4,10.0,0.95,1.783,1.07,2.148,4.676,22.562,-0.35,1.0,-4.0,3.451,4.963
7.758,4.7,5.0,5.5,3.744,4.4,10.0,0.95,1.783,1.07,2.148,4.676,22.586,0.28,1.0,-4.0,3.451,4.963
7.758,4.8,5.0,5.5,3.743,4.4,10.0,0.94,1.789,1.081,2.155,4.692,22.662,-0.24,1.0,-4.0,3.451,4.98
7.758,4.8,5.0,5.5,3.743,4.41,10.0,0.94,1.794,1.089,2.16,4.704,22.73,-0.15,1.0,-4.0,3.451,5.003
7.758,4.8,5.0,5.5,3.743,4.41,10.0,0.94,1.794,1.089,2.16,4.704,22.635,0.49,1.0,-4.0,3.451,5.003
7.758,4.8,5.0,5.5,3.743,4.41,10.0,0.94,1.794,1.089,2.16,4.704,22.786,-0.48,1.0,-4.0,3.451,5.003
7.758,4.8,5.0,5.5,3.743,4.41,10.0,0.94,1.794,1.089,2.16,4.704,22.61,-0.08,1.0,-4.0,3.451,5.003
7.758,4.8,5.0,5.5,3.743,4.41,10.0,0.94,1.794,1.089,2.16,4.704,22.727,-0.43,1.0,-4.0,3.451,5.003
