Dist,Mv,CL,Typ,LTef,logg,Age,Mass,B-V,U-B,V-I,V-K,V,[Fe/H],l,b,Av,Mbol
0.825,14.4,5.0,7.67,3.481,5.1,2.0,0.14,2.013,1.725,3.516,6.531,24.783,0.06,1.0,-4.0,0.859,12.616
0.825,13.1,5.0,7.5,3.504,5.02,3.0,0.2,1.883,1.504,3.154,5.836,23.507,0.01,1.0,-4.0,0.859,11.412
0.825,11.6,5.0,7.4,3.531,4.91,5.0,0.32,1.789,1.358,2.72,5.303,21.957,-0.04,1.0,-4.0,0.859,9.975
0.825,8.3,5.0,6.9,3.607,4.68,3.0,0.65,1.613,1.532,1.95,4.019,18.81,0.18,1.0,-4.0,0.859,6.93
1.298,11.9,5.0,7.4,3.525,4.95,3.0,0.3,1.973,1.653,3.199,6.289,24.164,0.12,1.0,-4.0,1.705,10.275
1.785,11.8,5.0,7.4,3.527,4.96,4.0,0.31,2.202,1.825,3.477,6.923,25.455,0.17,1.0,-4.0,2.445,10.175
1.785,11.0,5.0,7.3,3.542,4.9,6.0,0.4,2.205,1.719,3.206,6.457,24.774,0.22,1.0,-4.0,2.445,9.407
2.277,11.1,5.0,7.3,3.54,4.89,6.0,0.38,2.465,1.888,3.431,7.061,25.804,0.0,1.0,-4.0,2.978,9.507
2.277,5.9,5.0,6.1,3.701,4.53,5.0,0.83,1.877,1.434,2.129,4.777,20.651,0.08,1.0,-4.0,2.978,5.055
2.773,9.9,5.0,7.2,3.565,4.79,3.0,0.51,2.484,2.032,3.293,6.836,25.456,0.08,1.0,-4.0,3.276,8.371
2.773,9.6,5.0,7.15,3.572,4.77,5.0,0.53,2.503,2.057,3.215,6.872,25.095,-0.04,1.0,-4.0,3.276,8.103
2.773,9.5,5.0,7.15,3.575,4.76,6.0,0.54,2.447,2.073,3.2,6.737,24.996,0.23,1.0,-4.0,3.276,8.003
2.773,9.1,5.0,7.1,3.585,4.72,7.0,0.57,2.472,2.082,3.116,6.729,24.589,-0.01,1.0,-4.0,3.276,7.634
2.773,6.9,5.0,6.5,3.656,4.59,3.0,0.76,2.218,1.97,2.532,5.619,22.409,0.12,1.0,-4.0,3.276,5.73
2.773,6.3,5.0,6.3,3.682,4.55,5.0,0.81,2.068,1.692,2.327,5.268,21.752,0.0,1.0,-4.0,3.276,5.325
2.773,3.5,5.0,4.8,3.78,4.06,6.0,1.17,1.59,0.807,1.973,4.327,18.967,-0.32,1.0,-4.0,3.276,2.91
3.269,9.6,5.0,7.15,3.572,4.78,5.0,0.54,2.474,2.09,3.275,6.916,25.531,0.3,1.0,-4.0,3.401,8.103
3.269,7.0,5.0,6.5,3.652,4.62,7.0,0.76,2.216,1.81,2.585,5.735,22.927,-0.47,1.0,-4.0,3.401,5.83
3.269,6.6,5.0,6.3,3.669,4.61,4.0,0.8,2.197,1.918,2.487,5.566,22.658,0.16,1.0,-4.0,3.401,5.56
3.269,6.3,5.0,6.3,3.682,4.56,7.0,0.82,2.109,1.727,2.379,5.38,22.192,0.0,1.0,-4.0,3.401,5.325
3.269,4.9,5.0,5.4,3.76,4.46,3.0,1.03,1.787,1.138,2.115,4.571,20.831,0.4,1.0,-4.0,3.401,4.247
3.269,6.6,5.0,6.12,3.705,4.67,8.0,0.68,1.921,1.24,2.275,5.105,22.491,-0.7,1.0,-4.0,3.401,6.31
3.269,4.0,5.0,4.73,3.793,4.18,8.0,0.9,1.531,0.678,1.98,4.349,19.941,-1.33,1.0,-4.0,3.401,3.911
3.767,9.0,5.0,7.0,3.587,4.75,6.0,0.59,2.472,2.157,3.172,6.677,25.279,0.28,1.0,-4.0,3.44,7.566
3.767,8.3,5.0,6.9,3.607,4.68,5.0,0.65,2.445,2.202,3.012,6.329,24.589,0.22,1.0,-4.0,3.44,6.93
3.767,7.9,5.0,6.7,3.62,4.67,7.0,0.67,2.409,2.189,2.891,6.177,24.311,0.23,1.0,-4.0,3.44,6.593
3.767,7.6,5.0,6.5,3.63,4.65,6.0,0.7,2.376,2.158,2.794,6.047,23.896,0.19,1.0,-4.0,3.44,6.325
3.767,6.3,5.0,6.3,3.682,4.55,3.0,0.81,2.145,1.828,2.415,5.426,22.669,0.23,1.0,-4.0,3.44,5.325
3.767,5.7,5.0,6.0,3.712,4.54,3.0,0.91,1.992,1.502,2.297,5.102,22.052,0.22,1.0,-4.0,3.44,4.92
3.767,5.7,5.0,6.0,3.712,4.54,6.0,0.91,1.965,1.414,2.282,5.101,22.018,0.0,1.0,-4.0,3.44,4.92
3.767,3.6,4.0,5.2,3.75,3.93,7.0,1.12,1.769,1.01,2.158,4.714,19.841,-0.2,1.0,-4.0,3.44,2.963
3.767,3.1,3.0,5.8,3.68,3.42,6.0,1.2,2.155,1.736,2.374,5.407,19.456,-0.01,1.0,-4.0,3.44,2.136
3.767,6.6,5.0,6.12,3.705,4.67,8.0,0.68,1.948,1.312,2.296,5.144,22.997,-0.5,1.0,-4.0,3.44,6.31
4.265,8.5,5.0,7.0,3.601,4.68,4.0,0.62,2.466,2.205,3.072,6.408,25.153,0.19,1.0,-4.0,3.449,7.098
4.265,8.3,5.0,6.9,3.607,4.68,7.0,0.65,2.463,2.138,3.007,6.563,24.842,-0.03,1.0,-4.0,3.449,6.93
4.265,7.4,5.0,6.5,3.637,4.61,7.0,0.7,2.335,2.025,2.731,6.052,23.952,-0.13,1.0,-4.0,3.449,6.125
4.265,7.4,5.0,6.5,3.637,4.62,7.0,0.72,2.322,1.98,2.728,6.006,23.947,-0.25,1.0,-4.0,3.449,6.125
4.265,7.1,5.0,6.5,3.648,4.64,4.0,0.75,2.324,2.107,2.672,5.874,23.707,0.24,1.0,-4.0,3.449,5.93
4.265,5.8,5.0,6.1,3.707,4.52,7.0,0.86,2.008,1.519,2.312,5.154,22.302,0.12,1.0,-4.0,3.449,4.955
4.265,5.0,5.0,5.5,3.74,4.39,7.0,0.93,1.843,1.178,2.208,4.828,21.669,0.07,1.0,-4.0,3.449,4.283
4.265,8.2,5.0,6.7,3.631,4.77,8.0,0.56,2.309,1.86,2.781,5.93,24.862,-0.62,1.0,-4.0,3.449,7.513
4.763,8.9,5.0,7.0,3.59,4.72,6.0,0.59,2.462,2.178,3.156,6.671,25.686,0.35,1.0,-4.0,3.451,7.466
4.763,8.9,5.0,7.0,3.59,4.72,6.0,0.59,2.487,2.161,3.158,6.598,25.688,0.16,1.0,-4.0,3.451,7.466
4.763,6.1,5.0,6.2,3.692,4.54,7.0,0.81,2.051,1.554,2.351,5.301,22.848,-0.22,1.0,-4.0,3.451,5.19
4.763,5.1,5.0,5.6,3.745,4.43,7.0,0.93,1.764,0.955,2.181,4.778,21.948,-0.49,1.0,-4.0,3.451,4.383
4.763,5.2,5.0,5.6,3.74,4.49,4.0,0.97,1.856,1.208,2.214,4.836,21.964,0.14,1.0,-4.0,3.451,4.483
4.763,3.8,4.0,5.4,3.71,3.81,7.0,1.08,1.965,1.335,2.282,5.106,20.633,-0.21,1.0,-4.0,3.451,2.976
4.763,4.1,5.0,5.0,3.77,4.23,6.0,1.09,1.756,1.076,2.091,4.542,20.925,0.33,1.0,-4.0,3.451,3.479
4.763,2.9,4.0,4.8,3.79,3.91,5.0,1.34,1.644,0.925,2.005,4.367,19.775,0.01,1.0,-4.0,3.451,2.415
4.763,1.0,4.0,3.5,3.92,3.9,2.0,2.2,1.22,1.025,1.522,3.375,17.87,0.28,1.0,-4.0,3.451,0.828
4.763,8.8,5.0,6.84,3.611,4.82,8.0,0.5,2.384,1.874,3.022,6.167,25.572,-0.88,1.0,-4.0,3.451,7.951
4.763,7.4,5.0,6.44,3.665,4.72,8.0,0.62,2.145,1.654,2.494,5.607,24.221,-0.7,1.0,-4.0,3.451,6.93
4.763,6.2,5.0,5.75,3.726,4.65,8.0,0.71,1.843,1.077,2.243,4.974,23.015,-0.61,1.0,-4.0,3.451,5.982
4.763,5.3,5.0,6.1,3.71,4.5,10.0,0.89,1.86,1.207,2.219,4.853,22.159,0.45,1.0,-4.0,3.451,5.675
5.262,8.2,5.0,6.9,3.61,4.65,6.0,0.64,2.431,2.26,2.985,6.375,25.251,0.53,1.0,-4.0,3.451,6.83
5.262,8.1,5.0,6.7,3.613,4.66,7.0,0.66,2.434,2.104,2.948,6.431,25.249,-0.11,1.0,-4.0,3.451,6.762
5.262,8.0,5.0,6.7,3.616,4.66,7.0,0.67,2.396,2.008,2.915,6.227,25.13,-0.38,1.0,-4.0,3.451,6.662
5.262,7.6,5.0,6.5,3.63,4.66,4.0,0.71,2.405,2.242,2.808,6.087,24.747,0.47,1.0,-4.0,3.451,6.325
5.262,6.7,5.0,6.4,3.664,4.58,3.0,0.77,2.281,2.097,2.562,5.688,23.745,0.47,1.0,-4.0,3.451,5.595
5.262,6.6,5.0,6.3,3.669,4.6,5.0,0.78,2.208,1.913,2.503,5.61,23.596,0.12,1.0,-4.0,3.451,5.56
5.262,6.4,5.0,6.3,3.678,4.58,3.0,0.81,2.199,1.958,2.451,5.505,23.525,0.4,1.0,-4.0,3.451,5.425
5.262,6.1,5.0,6.2,3.692,4.57,7.0,0.86,2.102,1.743,2.378,5.322,23.169,0.27,1.0,-4.0,3.451,5.19
5.262,5.4,5.0,5.8,3.728,4.48,7.0,0.89,1.868,1.18,2.239,4.954,22.415,-0.22,1.0,-4.0,3.451,4.651
5.262,5.7,5.0,6.0,3.712,4.54,5.0,0.91,1.982,1.466,2.298,5.112,22.786,0.12,1.0,-4.0,3.451,4.92
5.262,5.4,5.0,5.6,3.728,4.52,5.0,0.93,1.901,1.3,2.249,4.957,22.554,0.11,1.0,-4.0,3.451,4.683
5.262,5.4,5.0,5.6,3.728,4.53,4.0,0.95,1.982,1.527,2.276,4.96,22.469,0.63,1.0,-4.0,3.451,4.683
5.262,4.8,5.0,5.3,3.75,4.38,6.0,0.97,1.84,1.204,2.174,4.723,21.927,0.34,1.0,-4.0,3.451,4.115
5.262,4.3,5.0,5.0,3.78,4.4,5.0,1.1,1.779,1.195,2.074,4.452,21.39,0.75,1.0,-4.0,3.451,3.71
5.262,4.2,5.0,4.8,3.78,4.37,5.0,1.13,1.731,1.069,2.054,4.461,21.35,0.43,1.0,-4.0,3.451,3.61
5.262,6.0,5.0,5.58,3.737,4.63,8.0,0.73,1.753,0.85,2.21,4.869,22.966,-1.18,1.0,-4.0,3.451,5.812
5.262,5.0,5.0,4.95,3.777,4.48,8.0,0.82,1.632,0.779,2.056,4.521,22.031,-0.62,1.0,-4.0,3.451,4.893
5.262,4.6,5.0,4.8,3.787,4.38,8.0,0.86,1.603,0.777,2.021,4.427,21.732,-0.59,1.0,-4.0,3.451,4.502
5.262,8.3,6.0,9.0,4.685,7.72,10.0,1.06,0.8,-0.269,1.116,2.09,25.345,0.49,1.0,-4.0,3.451,4.403
5.262,3.9,4.0,6.0,3.753,4.1,10.0,1.02,1.786,1.072,2.151,4.674,20.926,0.4,1.0,-4.0,3.451,4.0
5.262,5.1,5.0,5.6,3.741,4.44,10.0,0.91,1.833,1.157,2.196,4.791,22.213,-0.13,1.0,-4.0,3.451,5.105
5.262,5.4,5.0,6.1,3.707,4.51,10.0,0.88,1.881,1.243,2.234,4.904,22.381,0.12,1.0,-4.0,3.451,5.747
5.262,5.5,5.0,6.1,3.706,4.52,10.0,0.87,1.889,1.258,2.24,4.925,22.583,0.53,1.0,-4.0,3.451,5.77
5.262,5.6,5.0,6.1,3.703,4.54,10.0,0.85,1.918,1.311,2.26,4.99,22.65,-0.06,1.0,-4.0,3.451,5.843
5.262,5.6,5.0,6.1,3.703,4.54,10.0,0.85,1.918,1.311,2.26,4.99,22.714,0.18,1.0,-4.0,3.451,5.843
5.262,6.4,5.0,6.5,3.652,4.6,10.0,0.79,2.087,1.662,2.386,5.344,23.502,-0.32,1.0,-4.0,3.451,6.66
5.262,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,24.515,-0.02,1.0,-4.0,3.451,7.597
5.262,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,24.699,0.26,1.0,-4.0,3.451,7.628
5.262,8.9,5.0,7.0,3.588,4.73,10.0,0.59,2.495,2.154,3.165,6.592,25.859,-0.33,1.0,-4.0,3.451,7.845
5.262,8.9,5.0,7.0,3.588,4.73,10.0,0.59,2.495,2.154,3.165,6.592,25.864,0.22,1.0,-4.0,3.451,7.845
5.761,8.1,5.0,6.7,3.613,4.66,5.0,0.66,2.43,2.217,2.955,6.28,25.386,0.3,1.0,-4.0,3.451,6.762
5.761,7.9,5.0,6.7,3.62,4.68,5.0,0.68,2.416,2.215,2.896,6.2,25.211,0.33,1.0,-4.0,3.451,6.593
5.761,7.8,5.0,6.7,3.623,4.66,5.0,0.69,2.402,2.176,2.862,6.14,25.075,0.19,1.0,-4.0,3.451,6.493
5.761,7.6,5.0,6.5,3.63,4.64,3.0,0.69,2.398,2.224,2.804,6.078,24.847,0.39,1.0,-4.0,3.451,6.325
5.761,7.6,5.0,6.5,3.63,4.65,7.0,0.7,2.38,2.14,2.798,6.049,24.802,0.12,1.0,-4.0,3.451,6.325
5.761,7.0,5.0,6.5,3.652,4.61,5.0,0.75,2.323,2.132,2.647,5.837,24.196,0.33,1.0,-4.0,3.451,5.83
5.761,6.8,5.0,6.4,3.66,4.61,7.0,0.76,2.25,1.968,2.568,5.719,24.116,0.08,1.0,-4.0,3.451,5.695
5.761,6.4,5.0,6.3,3.678,4.57,3.0,0.79,2.227,2.033,2.466,5.512,23.637,0.56,1.0,-4.0,3.451,5.425
5.761,5.7,5.0,6.0,3.712,4.52,7.0,0.87,2.011,1.553,2.309,5.115,22.934,0.34,1.0,-4.0,3.451,4.92
5.761,5.7,5.0,6.0,3.712,4.55,7.0,0.92,1.977,1.453,2.296,5.112,22.872,0.09,1.0,-4.0,3.451,4.92
5.761,5.2,5.0,5.6,3.74,4.47,7.0,0.92,1.843,1.173,2.209,4.836,22.378,0.05,1.0,-4.0,3.451,4.483
5.761,5.2,5.0,5.6,3.74,4.49,4.0,0.97,1.886,1.298,2.217,4.837,22.369,0.35,1.0,-4.0,3.451,4.483
5.761,4.7,5.0,5.2,3.75,4.35,7.0,0.97,1.817,1.142,2.172,4.724,21.893,0.18,1.0,-4.0,3.451,4.015
5.761,4.7,5.0,5.3,3.76,4.43,5.0,1.03,1.829,1.231,2.147,4.613,21.943,0.59,1.0,-4.0,3.451,4.047
5.761,4.4,5.0,5.0,3.77,4.37,6.0,1.05,1.753,1.059,2.091,4.545,21.704,0.29,1.0,-4.0,3.451,3.779
5.761,2.9,4.0,5.0,3.77,3.83,5.0,1.33,1.717,0.986,2.083,4.544,20.132,0.04,1.0,-4.0,3.451,2.367
5.761,8.6,5.0,6.8,3.617,4.8,8.0,0.52,2.365,1.882,2.942,6.104,25.756,-0.75,1.0,-4.0,3.451,7.803
5.761,7.4,5.0,6.44,3.665,4.72,8.0,0.62,2.118,1.519,2.473,5.575,24.707,-1.13,1.0,-4.0,3.451,6.93
5.761,7.2,5.0,6.37,3.674,4.71,8.0,0.63,2.072,1.464,2.405,5.47,24.47,-1.09,1.0,-4.0,3.451,6.779
5.761,5.8,5.0,5.42,3.746,4.61,8.0,0.75,1.772,0.979,2.179,4.774,23.055,-0.42,1.0,-4.0,3.451,5.637
5.761,5.0,5.0,4.95,3.777,4.48,8.0,0.82,1.584,0.643,2.066,4.557,22.175,-1.58,1.0,-4.0,3.451,4.893
5.761,4.6,5.0,4.8,3.787,4.38,8.0,0.86,1.578,0.713,2.021,4.443,21.898,-1.0,1.0,-4.0,3.451,4.502
5.761,4.6,5.0,4.8,3.787,4.38,8.0,0.86,1.574,0.702,2.022,4.447,21.774,-1.1,1.0,-4.0,3.451,4.502
5.761,3.8,4.0,4.56,3.789,4.1,8.0,0.91,1.601,0.802,2.011,4.4,20.984,-0.48,1.0,-4.0,3.451,3.712
5.761,3.9,4.0,5.5,3.715,3.9,10.0,1.03,1.974,1.399,2.281,5.07,21.056,-0.76,1.0,-4.0,3.451,3.888
5.761,3.8,4.0,5.1,3.745,4.03,10.0,1.02,1.827,1.139,2.188,4.769,20.954,0.1,1.0,-4.0,3.451,3.92
5.761,4.0,4.0,6.0,3.756,4.12,10.0,1.01,1.773,1.053,2.138,4.645,21.299,-0.2,1.0,-4.0,3.451,4.043
5.761,4.0,4.0,6.0,3.756,4.12,10.0,1.01,1.773,1.053,2.138,4.645,21.192,0.14,1.0,-4.0,3.451,4.043
5.761,4.2,4.0,5.1,3.744,4.26,10.0,0.99,1.758,1.032,2.123,4.613,21.433,0.25,1.0,-4.0,3.451,4.605
5.761,4.4,5.0,5.5,3.745,4.32,10.0,0.98,1.768,1.045,2.134,4.634,21.624,0.01,1.0,-4.0,3.451,4.755
5.761,4.4,5.0,5.5,3.745,4.34,10.0,0.98,1.774,1.053,2.14,4.645,21.569,-0.05,1.0,-4.0,3.451,4.81
5.761,4.5,5.0,5.5,3.745,4.35,10.0,0.98,1.778,1.059,2.144,4.655,21.736,-0.27,1.0,-4.0,3.451,4.832
5.761,4.8,5.0,5.5,3.743,4.41,10.0,0.94,1.794,1.089,2.16,4.704,22.11,-0.3,1.0,-4.0,3.451,5.003
5.761,4.9,5.0,5.5,3.743,4.42,10.0,0.93,1.8,1.098,2.165,4.716,22.185,0.19,1.0,-4.0,3.451,5.023
5.761,5.3,5.0,6.1,3.71,4.5,10.0,0.89,1.86,1.207,2.219,4.854,22.625,-0.04,1.0,-4.0,3.451,5.675
5.761,5.3,5.0,6.1,3.71,4.5,10.0,0.89,1.86,1.207,2.219,4.854,22.475,0.41,1.0,-4.0,3.451,5.675
5.761,5.4,5.0,6.1,3.708,4.51,10.0,0.88,1.872,1.228,2.228,4.884,22.647,-0.14,1.0,-4.0,3.451,5.722
5.761,5.4,5.0,6.1,3.708,4.51,10.0,0.88,1.872,1.228,2.228,4.884,22.606,-0.48,1.0,-4.0,3.451,5.722
5.761,5.5,5.0,6.1,3.705,4.53,10.0,0.87,1.896,1.27,2.245,4.941,22.723,0.35,1.0,-4.0,3.451,5.795
5.761,5.7,5.0,6.1,3.702,4.54,10.0,0.85,1.93,1.334,2.268,5.016,22.875,-0.13,1.0,-4.0,3.451,5.865
5.761,6.0,5.0,6.2,3.697,4.56,10.0,0.82,1.999,1.475,2.313,5.153,23.222,0.31,1.0,-4.0,3.451,5.96
5.761,6.1,5.0,6.2,3.695,4.56,10.0,0.81,2.026,1.533,2.332,5.208,23.422,0.14,1.0,-4.0,3.451,5.98
5.761,6.3,5.0,6.5,3.654,4.6,10.0,0.79,2.074,1.641,2.368,5.303,23.574,-0.25,1.0,-4.0,3.451,6.633
5.761,6.4,5.0,6.5,3.652,4.6,10.0,0.79,2.087,1.662,2.386,5.344,23.749,1.04,1.0,-4.0,3.451,6.66
5.761,6.4,5.0,6.5,3.652,4.6,10.0,0.79,2.087,1.662,2.386,5.344,23.733,0.3,1.0,-4.0,3.451,6.66
5.761,6.4,5.0,6.5,3.652,4.6,10.0,0.79,2.087,1.662,2.386,5.344,23.715,0.12,1.0,-4.0,3.451,6.66
5.761,6.5,5.0,6.5,3.651,4.61,10.0,0.77,2.102,1.686,2.406,5.389,23.655,-0.28,1.0,-4.0,3.451,6.69
5.761,6.5,5.0,6.5,3.651,4.61,10.0,0.77,2.102,1.686,2.406,5.389,23.769,-0.66,1.0,-4.0,3.451,6.69
5.761,6.5,5.0,6.5,3.651,4.61,10.0,0.77,2.102,1.686,2.406,5.389,23.657,0.46,1.0,-4.0,3.451,6.69
5.761,6.6,5.0,6.5,3.649,4.61,10.0,0.76,2.124,1.722,2.434,5.45,23.78,-0.67,1.0,-4.0,3.451,6.718
5.761,6.7,5.0,6.5,3.648,4.62,10.0,0.75,2.145,1.756,2.463,5.507,23.931,0.13,1.0,-4.0,3.451,6.747
5.761,6.7,5.0,6.5,3.648,4.62,10.0,0.75,2.145,1.756,2.463,5.507,23.895,-0.14,1.0,-4.0,3.451,6.747
5.761,6.7,5.0,6.5,3.648,4.62,10.0,0.75,2.145,1.756,2.463,5.507,23.975,-0.49,1.0,-4.0,3.451,6.747
5.761,6.7,5.0,6.5,3.648,4.62,10.0,0.75,2.145,1.756,2.463,5.507,23.934,-0.08,1.0,-4.0,3.451,6.747
5.761,7.0,5.0,6.5,3.644,4.63,10.0,0.73,2.212,1.864,2.555,5.676,24.282,0.51,1.0,-4.0,3.451,6.802
5.761,7.0,5.0,6.5,3.644,4.63,10.0,0.73,2.212,1.864,2.555,5.676,24.318,-0.31,1.0,-4.0,3.451,6.802
5.761,7.0,5.0,6.5,3.644,4.63,10.0,0.73,2.212,1.864,2.555,5.676,24.204,-0.78,1.0,-4.0,3.451,6.802
5.761,7.2,5.0,6.7,3.643,4.63,10.0,0.71,2.264,1.954,2.624,5.791,24.355,0.05,1.0,-4.0,3.451,6.83
5.761,7.2,5.0,6.7,3.643,4.63,10.0,0.71,2.264,1.954,2.624,5.791,24.475,0.03,1.0,-4.0,3.451,6.83
5.761,7.2,5.0,6.7,3.643,4.63,10.0,0.71,2.264,1.954,2.624,5.791,24.553,-0.08,1.0,-4.0,3.451,6.83
5.761,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,24.663,0.31,1.0,-4.0,3.451,7.597
5.761,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,24.711,-0.52,1.0,-4.0,3.451,7.597
5.761,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,24.681,0.11,1.0,-4.0,3.451,7.597
5.761,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,24.912,-0.37,1.0,-4.0,3.451,7.628
5.761,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,24.892,0.52,1.0,-4.0,3.451,7.628
5.761,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,24.915,0.58,1.0,-4.0,3.451,7.628
5.761,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,24.923,0.43,1.0,-4.0,3.451,7.628
5.761,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.346,0.42,1.0,-4.0,3.451,7.66
5.761,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.161,-0.28,1.0,-4.0,3.451,7.66
5.761,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.2,0.44,1.0,-4.0,3.451,7.66
5.761,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.339,-0.1,1.0,-4.0,3.451,7.66
5.761,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.155,-0.08,1.0,-4.0,3.451,7.66
5.761,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.25,-0.03,1.0,-4.0,3.451,7.66
5.761,8.4,5.0,7.0,3.59,4.7,10.0,0.61,2.441,2.14,3.026,6.382,25.725,0.07,1.0,-4.0,3.451,7.69
5.761,8.4,5.0,7.0,3.59,4.7,10.0,0.61,2.441,2.14,3.026,6.382,25.684,0.54,1.0,-4.0,3.451,7.69
5.761,8.4,5.0,7.0,3.59,4.7,10.0,0.61,2.441,2.14,3.026,6.382,25.725,-0.05,1.0,-4.0,3.451,7.69
5.761,8.4,5.0,7.0,3.59,4.7,10.0,0.61,2.441,2.14,3.026,6.382,25.594,-0.52,1.0,-4.0,3.451,7.69
6.26,7.9,5.0,6.7,3.62,4.63,5.0,0.66,2.422,2.265,2.898,6.24,25.374,0.54,1.0,-4.0,3.451,6.562
6.26,7.2,5.0,6.5,3.644,4.62,4.0,0.74,2.377,2.247,2.717,5.946,24.643,0.61,1.0,-4.0,3.451,5.965
6.26,6.4,5.0,6.3,3.678,4.56,7.0,0.8,2.131,1.733,2.414,5.473,23.756,-0.16,1.0,-4.0,3.451,5.36
6.26,6.0,5.0,6.1,3.697,4.56,6.0,0.84,2.12,1.795,2.376,5.264,23.434,0.52,1.0,-4.0,3.451,5.155
6.26,4.8,5.0,5.3,3.75,4.38,7.0,0.97,1.839,1.203,2.174,4.723,22.257,0.33,1.0,-4.0,3.451,4.115
6.26,4.8,5.0,5.3,3.75,4.39,6.0,0.98,1.845,1.224,2.176,4.723,22.204,0.38,1.0,-4.0,3.451,4.115
6.26,4.4,5.0,5.0,3.76,4.29,7.0,1.0,1.744,0.979,2.121,4.624,21.915,-0.09,1.0,-4.0,3.451,3.747
6.26,4.7,5.0,5.3,3.76,4.42,6.0,1.02,1.812,1.187,2.14,4.615,22.074,0.48,1.0,-4.0,3.451,4.047
6.26,4.4,5.0,5.0,3.76,4.31,7.0,1.03,1.778,1.083,2.131,4.616,21.852,0.22,1.0,-4.0,3.451,3.747
6.26,4.7,5.0,5.2,3.77,4.46,4.0,1.06,1.766,1.105,2.095,4.543,22.229,0.41,1.0,-4.0,3.451,4.079
6.26,8.0,5.0,6.64,3.638,4.75,8.0,0.57,2.316,1.956,2.702,5.981,25.409,-0.27,1.0,-4.0,3.451,7.368
6.26,7.2,5.0,6.37,3.674,4.71,8.0,0.63,2.102,1.615,2.427,5.5,24.605,-0.61,1.0,-4.0,3.451,6.779
6.26,7.0,5.0,6.29,3.684,4.7,8.0,0.65,2.05,1.511,2.375,5.38,24.385,-0.62,1.0,-4.0,3.451,6.625
6.26,6.6,5.0,6.12,3.705,4.67,8.0,0.68,1.932,1.228,2.293,5.148,24.088,-0.78,1.0,-4.0,3.451,6.31
6.26,5.8,5.0,5.42,3.746,4.61,8.0,0.75,1.754,0.923,2.179,4.776,23.308,-0.62,1.0,-4.0,3.451,5.637
6.26,5.0,5.0,4.95,3.777,4.48,8.0,0.82,1.621,0.748,2.056,4.528,22.369,-0.79,1.0,-4.0,3.451,4.893
6.26,4.8,5.0,4.87,3.783,4.43,8.0,0.84,1.607,0.756,2.035,4.471,22.159,-0.73,1.0,-4.0,3.451,4.698
6.26,4.4,5.0,4.75,3.791,4.32,8.0,0.87,1.556,0.688,2.008,4.414,21.771,-1.27,1.0,-4.0,3.451,4.305
6.26,3.6,4.0,4.69,3.777,3.97,8.0,0.92,1.624,0.784,2.056,4.522,20.987,-0.67,1.0,-4.0,3.451,3.507
6.26,2.2,3.0,6.1,3.662,2.94,10.0,1.05,2.272,1.959,2.486,5.606,19.652,0.22,1.0,-4.0,3.451,2.013
6.26,3.8,3.0,5.8,3.688,3.74,10.0,1.04,2.108,1.662,2.357,5.312,21.253,0.58,1.0,-4.0,3.451,3.765
6.26,4.0,4.0,6.0,3.758,4.14,10.0,1.01,1.766,1.043,2.132,4.628,21.369,0.33,1.0,-4.0,3.451,4.063
6.26,4.2,4.0,5.1,3.744,4.24,10.0,0.99,1.76,1.034,2.125,4.615,21.731,-0.29,1.0,-4.0,3.451,4.57
6.26,4.2,4.0,5.1,3.744,4.26,10.0,0.99,1.758,1.032,2.123,4.613,21.73,-0.76,1.0,-4.0,3.451,4.605
6.26,4.5,5.0,5.5,3.745,4.36,10.0,0.97,1.779,1.061,2.145,4.658,21.901,-1.23,1.0,-4.0,3.451,4.855
6.26,4.5,5.0,5.5,3.745,4.36,10.0,0.97,1.779,1.061,2.145,4.658,22.023,0.09,1.0,-4.0,3.451,4.855
6.26,4.7,5.0,5.5,3.744,4.39,10.0,0.95,1.782,1.067,2.147,4.671,22.107,0.61,1.0,-4.0,3.451,4.94
6.26,4.8,5.0,5.5,3.743,4.4,10.0,0.94,1.789,1.081,2.155,4.692,22.217,-0.38,1.0,-4.0,3.451,4.98
