Dist,Mv,CL,Typ,LTef,logg,Age,Mass,B-V,U-B,V-I,V-K,V,mul,mub,Vr,UU,VV,WW,[Fe/H],l,b,Av,Mbol
28.425,8.6,5.0,6.66,3.635,4.9,9.0,0.45,1.121,0.657,1.342,2.725,25.921,0.177,-0.192,125.38,-187.94,-322.18,-26.05,-1.64,200.0,59.0,0.006,8.021
28.425,8.0,5.0,6.52,3.654,4.84,9.0,0.51,1.036,0.46,1.102,2.537,25.258,0.237,0.131,-73.17,286.77,-235.49,28.16,-2.11,200.0,59.0,0.006,7.533
28.435,7.8,5.0,6.46,3.662,4.82,9.0,0.53,1.007,0.533,1.07,2.501,25.016,0.134,-0.133,-49.27,-58.35,-213.73,-134.34,-1.56,200.0,59.0,0.006,7.374
28.465,5.0,5.0,4.73,3.792,4.49,9.0,0.75,0.418,-0.283,0.596,1.363,22.328,0.156,-0.115,9.64,-56.91,-245.36,-71.32,-2.52,200.0,59.0,0.006,4.885
28.485,4.2,5.0,4.49,3.811,4.28,9.0,0.79,0.396,-0.177,0.515,1.132,21.4,0.294,-0.12,44.83,-16.45,-428.81,-45.11,-1.19,200.0,59.0,0.006,4.102
28.525,8.6,5.0,6.66,3.635,4.9,9.0,0.45,1.117,0.632,1.342,2.729,25.796,0.301,0.146,-78.5,336.12,-311.28,34.23,-1.75,200.0,59.0,0.006,8.021
28.545,3.8,4.0,4.34,3.809,4.12,9.0,0.8,0.426,-0.095,0.517,1.12,21.013,0.199,0.084,-37.66,201.79,-212.78,26.27,-0.5,200.0,59.0,0.006,3.707
28.575,8.0,5.0,6.52,3.654,4.84,9.0,0.51,1.039,0.499,1.102,2.551,25.203,0.222,-0.214,44.1,-151.72,-375.48,-111.38,-1.93,200.0,59.0,0.006,7.533
28.635,7.2,5.0,6.25,3.69,4.77,9.0,0.58,0.86,0.294,0.914,2.194,24.54,0.068,0.027,187.43,-30.06,-108.87,179.32,-1.54,200.0,59.0,0.006,6.893
28.635,5.8,5.0,5.18,3.761,4.64,9.0,0.69,0.526,-0.207,0.706,1.575,23.107,0.044,-0.042,-43.26,-4.15,-65.48,-66.27,-1.41,200.0,59.0,0.006,5.664
28.635,4.0,5.0,4.48,3.812,4.21,9.0,0.8,0.377,-0.238,0.52,1.15,21.296,0.131,-0.138,74.9,-126.68,-234.89,-32.42,-2.59,200.0,59.0,0.006,3.905
28.675,8.4,5.0,6.62,3.641,4.88,9.0,0.47,1.105,0.685,1.262,2.69,25.765,0.108,-0.102,49.3,-85.39,-187.69,-29.27,-1.42,200.0,59.0,0.006,7.856
28.715,4.2,5.0,4.49,3.811,4.28,9.0,0.79,0.384,-0.214,0.516,1.146,21.419,0.082,-0.035,30.92,-15.01,-123.72,2.17,-1.73,200.0,59.0,0.006,4.102
28.745,3.4,4.0,4.63,3.782,3.85,9.0,0.81,0.434,-0.242,0.625,1.444,20.728,0.111,-0.194,93.85,-206.76,-235.79,-55.71,-2.14,200.0,59.0,0.006,3.299
28.765,6.4,5.0,5.66,3.731,4.72,9.0,0.64,0.681,0.046,0.806,1.852,23.671,0.095,-0.2,222.36,-282.68,-241.0,50.28,-1.01,200.0,59.0,0.006,6.219
28.765,3.8,4.0,4.34,3.809,4.12,9.0,0.8,0.382,-0.229,0.526,1.176,21.163,0.039,0.118,-120.68,206.11,17.72,-20.78,-2.34,200.0,59.0,0.006,3.707
28.825,4.6,5.0,4.58,3.803,4.39,9.0,0.77,0.401,-0.236,0.55,1.235,21.819,0.321,0.014,13.83,158.29,-408.61,21.54,-1.82,200.0,59.0,0.006,4.494
28.875,8.6,5.0,6.66,3.635,4.9,9.0,0.45,1.109,0.578,1.342,2.738,25.948,0.175,0.05,-21.7,147.42,-200.72,16.67,-1.99,200.0,59.0,0.006,8.021
28.895,8.2,5.0,6.58,3.647,4.86,9.0,0.49,1.063,0.496,1.182,2.603,25.497,0.096,0.012,3.02,56.93,-119.16,11.17,-2.12,200.0,59.0,0.006,7.693
28.925,7.2,5.0,6.25,3.69,4.77,9.0,0.58,0.85,0.22,0.918,2.183,24.537,0.071,-0.061,89.11,-77.22,-131.16,33.4,-1.84,200.0,59.0,0.006,6.893
28.945,8.0,5.0,6.52,3.654,4.84,9.0,0.51,1.038,0.48,1.102,2.543,25.315,0.108,-0.077,-64.95,-2.9,-158.72,-110.03,-2.01,200.0,59.0,0.006,7.533
28.945,7.8,5.0,6.46,3.662,4.82,9.0,0.53,1.0,0.457,1.07,2.474,25.034,0.212,-0.112,-62.53,5.51,-307.79,-133.09,-1.87,200.0,59.0,0.006,7.374
28.955,6.2,5.0,5.49,3.742,4.7,9.0,0.65,0.597,-0.139,0.777,1.751,23.547,0.154,-0.178,138.44,-191.16,-293.82,-6.81,-1.54,200.0,59.0,0.006,6.042
28.955,5.0,5.0,4.73,3.792,4.49,9.0,0.75,0.442,-0.206,0.587,1.333,22.256,0.197,-0.156,158.93,-157.0,-344.22,26.03,-1.26,200.0,59.0,0.006,4.885
28.975,3.0,3.0,5.15,3.736,3.49,9.0,0.82,0.591,-0.138,0.795,1.813,20.322,0.142,-0.07,73.36,-46.13,-225.05,13.29,-1.79,200.0,59.0,0.006,2.836
28.995,8.6,5.0,6.66,3.635,4.9,9.0,0.45,1.106,0.55,1.342,2.712,25.928,0.112,-0.075,25.27,-42.34,-179.76,-31.37,-2.14,200.0,59.0,0.006,8.021
28.995,7.6,5.0,6.39,3.671,4.8,9.0,0.54,0.959,0.447,1.004,2.394,24.865,0.124,-0.006,41.93,31.36,-169.41,31.8,-1.65,200.0,59.0,0.006,7.215
29.015,6.0,5.0,5.33,3.752,4.67,9.0,0.67,0.597,-0.067,0.736,1.648,23.34,0.201,0.018,164.51,34.77,-281.21,153.77,-0.89,200.0,59.0,0.006,5.856
29.035,4.8,5.0,4.65,3.798,4.45,9.0,0.76,0.408,-0.254,0.573,1.292,22.131,0.093,-0.124,-63.73,-63.18,-158.92,-142.68,-2.01,200.0,59.0,0.006,4.69
29.055,5.8,5.0,5.18,3.761,4.64,9.0,0.69,0.492,-0.299,0.71,1.597,23.038,0.08,-0.085,72.94,-91.86,-151.1,2.18,-2.46,200.0,59.0,0.006,5.664
29.065,7.6,5.0,6.39,3.671,4.8,9.0,0.54,0.965,0.52,1.005,2.413,25.022,0.197,-0.082,-78.21,39.46,-274.23,-125.31,-1.37,200.0,59.0,0.006,7.215
29.065,6.8,5.0,6.03,3.711,4.75,9.0,0.61,0.726,-0.011,0.862,2.009,24.194,0.133,-0.015,-22.11,57.14,-173.88,-29.26,-2.02,200.0,59.0,0.006,6.561
29.095,5.8,5.0,5.18,3.761,4.64,9.0,0.69,0.518,-0.228,0.708,1.58,23.051,0.147,-0.103,-65.19,-13.81,-221.37,-129.34,-1.58,200.0,59.0,0.006,5.664
29.115,4.6,5.0,4.58,3.803,4.39,9.0,0.77,0.408,-0.209,0.547,1.226,21.896,0.091,0.05,18.32,89.43,-100.88,51.14,-1.41,200.0,59.0,0.006,4.494
29.165,7.2,5.0,6.25,3.69,4.77,9.0,0.58,0.862,0.31,0.913,2.196,24.583,0.262,-0.025,-41.87,116.31,-343.61,-53.78,-1.48,200.0,59.0,0.006,6.893
29.175,8.6,5.0,6.66,3.635,4.9,9.0,0.45,1.14,0.762,1.342,2.747,25.889,0.242,0.12,-63.22,278.35,-254.85,31.03,-1.23,200.0,59.0,0.006,8.021
29.225,4.4,5.0,4.52,3.808,4.34,9.0,0.78,0.388,-0.247,0.534,1.191,21.814,0.155,-0.204,220.36,-261.38,-322.99,43.13,-2.33,200.0,59.0,0.006,4.299
29.245,6.2,5.0,5.49,3.742,4.7,9.0,0.65,0.605,-0.112,0.776,1.749,23.517,0.211,-0.165,98.1,-132.2,-358.94,-33.96,-1.4,200.0,59.0,0.006,6.042
29.295,7.4,5.0,6.32,3.68,4.79,9.0,0.56,0.903,0.287,0.956,2.277,24.645,0.157,-0.071,130.15,-67.6,-255.92,61.07,-1.99,200.0,59.0,0.006,7.055
29.315,6.6,5.0,5.84,3.721,4.73,9.0,0.62,0.68,-0.06,0.837,1.943,24.016,0.162,-0.093,-63.65,4.12,-238.58,-120.96,-1.85,200.0,59.0,0.006,6.392
29.315,6.0,5.0,5.33,3.752,4.67,9.0,0.67,0.554,-0.189,0.741,1.66,23.399,0.087,0.022,22.8,55.08,-108.14,35.48,-1.57,200.0,59.0,0.006,5.856
29.325,6.4,5.0,5.66,3.731,4.72,9.0,0.64,0.644,-0.081,0.808,1.854,23.691,0.241,-0.023,94.27,43.55,-340.71,64.55,-1.62,200.0,59.0,0.006,6.219
29.335,8.4,5.0,6.62,3.641,4.88,9.0,0.47,1.094,0.604,1.262,2.68,25.721,0.247,-0.035,168.66,-2.89,-366.77,119.76,-1.76,200.0,59.0,0.006,7.856
29.345,5.8,5.0,5.18,3.761,4.64,9.0,0.69,0.501,-0.273,0.71,1.594,23.22,0.015,0.01,84.78,-22.76,-30.48,79.79,-2.01,200.0,59.0,0.006,5.664
29.375,6.4,5.0,5.66,3.731,4.72,9.0,0.64,0.602,-0.192,0.823,1.863,23.761,0.139,-0.023,-4.32,42.93,-190.68,-19.98,-2.48,200.0,59.0,0.006,6.219
29.405,7.0,5.0,6.22,3.7,4.76,9.0,0.59,0.794,0.122,0.883,2.082,24.369,0.179,-0.013,-47.56,93.3,-230.96,-50.27,-1.82,200.0,59.0,0.006,6.729
29.405,4.0,5.0,4.48,3.812,4.21,9.0,0.8,0.382,-0.205,0.51,1.133,21.3,0.08,-0.131,-181.73,-20.96,-126.72,-249.89,-1.68,200.0,59.0,0.006,3.905
29.435,4.4,5.0,4.52,3.808,4.34,9.0,0.78,0.389,-0.233,0.529,1.183,21.676,0.306,-0.142,135.3,-79.15,-482.58,13.98,-1.92,200.0,59.0,0.006,4.299
29.445,6.4,5.0,5.66,3.731,4.72,9.0,0.64,0.679,0.039,0.806,1.852,23.843,0.118,-0.031,159.09,-55.54,-195.38,114.09,-1.04,200.0,59.0,0.006,6.219
29.455,7.4,5.0,6.32,3.68,4.79,9.0,0.56,0.905,0.307,0.955,2.282,24.837,0.176,-0.098,3.72,-27.98,-270.97,-67.15,-1.91,200.0,59.0,0.006,7.055
29.475,5.6,5.0,5.05,3.77,4.61,9.0,0.7,0.475,-0.281,0.676,1.539,22.881,0.252,-0.045,-72.69,105.34,-336.45,-94.46,-2.06,200.0,59.0,0.006,5.47
29.485,6.2,5.0,5.49,3.742,4.7,9.0,0.65,0.572,-0.197,0.786,1.76,23.591,0.235,-0.035,28.69,59.43,-328.59,-0.5,-1.97,200.0,59.0,0.006,6.042
29.485,5.4,5.0,4.93,3.778,4.58,9.0,0.72,0.451,-0.287,0.644,1.489,22.676,0.04,0.029,-183.41,140.73,-8.13,-136.18,-2.15,200.0,59.0,0.006,5.275
29.515,8.0,5.0,6.52,3.654,4.84,9.0,0.51,1.027,0.375,1.102,2.51,25.267,0.225,-0.098,87.91,-45.3,-351.46,4.75,-2.53,200.0,59.0,0.006,7.533
29.535,7.8,5.0,6.46,3.662,4.82,9.0,0.53,1.001,0.469,1.07,2.478,25.108,0.119,-0.097,19.7,-61.74,-199.41,-52.86,-1.82,200.0,59.0,0.006,7.374
29.545,4.2,5.0,4.49,3.811,4.28,9.0,0.79,0.39,-0.194,0.515,1.138,21.493,0.101,-0.119,41.0,-104.95,-189.36,-50.34,-1.39,200.0,59.0,0.006,4.102
29.555,6.0,5.0,5.33,3.752,4.67,9.0,0.67,0.573,-0.138,0.739,1.654,23.294,0.144,-0.032,85.3,-8.41,-218.35,49.89,-1.25,200.0,59.0,0.006,5.856
29.605,7.4,5.0,6.32,3.68,4.79,9.0,0.56,0.891,0.204,0.961,2.262,24.822,0.167,-0.139,142.03,-146.17,-302.59,20.98,-2.42,200.0,59.0,0.006,7.055
29.625,7.8,5.0,6.46,3.662,4.82,9.0,0.53,0.999,0.437,1.07,2.467,25.262,0.103,-0.119,30.04,-99.79,-190.13,-60.37,-1.95,200.0,59.0,0.006,7.374
29.635,7.0,5.0,6.22,3.7,4.76,9.0,0.59,0.793,0.115,0.884,2.082,24.401,0.033,-0.016,34.09,-18.38,-56.63,17.76,-1.85,200.0,59.0,0.006,6.729
29.665,7.4,5.0,6.32,3.68,4.79,9.0,0.56,0.914,0.406,0.947,2.304,24.782,0.115,-0.135,99.54,-146.02,-224.74,-12.51,-1.51,200.0,59.0,0.006,7.055
29.705,6.6,5.0,5.84,3.721,4.73,9.0,0.62,0.761,0.279,0.84,1.952,24.008,0.068,0.076,4.92,116.28,-59.45,59.17,-0.47,200.0,59.0,0.006,6.392
29.715,7.2,5.0,6.25,3.69,4.77,9.0,0.58,0.863,0.32,0.914,2.198,24.484,0.298,0.08,-38.19,252.82,-354.92,25.25,-1.44,200.0,59.0,0.006,6.893
29.735,8.6,5.0,6.66,3.635,4.9,9.0,0.45,1.12,0.652,1.342,2.726,25.961,0.109,-0.088,101.93,-96.37,-198.31,23.74,-1.66,200.0,59.0,0.006,8.021
29.735,8.0,5.0,6.52,3.654,4.84,9.0,0.51,1.047,0.588,1.102,2.587,25.335,0.16,-0.02,52.37,29.41,-229.49,30.55,-1.56,200.0,59.0,0.006,7.533
29.735,6.4,5.0,5.66,3.731,4.72,9.0,0.64,0.608,-0.179,0.821,1.861,23.836,0.231,0.011,69.16,89.78,-313.39,66.98,-2.35,200.0,59.0,0.006,6.219
29.765,5.2,5.0,4.82,3.786,4.54,9.0,0.74,0.445,-0.247,0.614,1.404,22.556,0.238,0.112,-1.13,242.27,-268.55,80.28,-1.66,200.0,59.0,0.006,5.08
29.775,8.4,5.0,6.62,3.641,4.88,9.0,0.47,1.114,0.737,1.262,2.708,25.767,0.11,0.035,48.61,69.37,-140.62,66.97,-1.24,200.0,59.0,0.006,7.856
29.795,4.8,5.0,4.65,3.798,4.45,9.0,0.76,0.414,-0.232,0.567,1.285,22.188,0.1,-0.05,117.78,-65.06,-174.41,64.83,-1.64,200.0,59.0,0.006,4.69
29.805,7.4,5.0,6.32,3.68,4.79,9.0,0.56,0.909,0.347,0.952,2.291,24.748,0.066,0.061,-95.45,147.0,-45.33,-37.67,-1.74,200.0,59.0,0.006,7.055
29.885,8.0,5.0,6.52,3.654,4.84,9.0,0.51,1.053,0.638,1.102,2.604,25.347,0.226,-0.046,-28.26,71.0,-314.82,-57.58,-1.38,200.0,59.0,0.006,7.533
29.895,8.0,5.0,6.52,3.654,4.84,9.0,0.51,1.044,0.556,1.102,2.574,25.297,0.224,0.011,-161.34,199.59,-265.73,-130.13,-1.69,200.0,59.0,0.006,7.533
29.895,6.8,5.0,6.03,3.711,4.75,9.0,0.61,0.748,0.086,0.855,2.013,24.215,0.239,0.024,-22.25,154.62,-304.57,-1.25,-1.55,200.0,59.0,0.006,6.561
29.905,6.4,5.0,5.66,3.731,4.72,9.0,0.64,0.646,-0.075,0.808,1.853,23.71,0.096,-0.134,104.43,-156.92,-201.92,-8.27,-1.58,200.0,59.0,0.006,6.219
29.925,5.0,5.0,4.73,3.792,4.49,9.0,0.75,0.438,-0.218,0.587,1.338,22.447,0.07,-0.192,268.48,-315.3,-220.67,89.84,-1.38,200.0,59.0,0.006,4.885
29.955,6.0,5.0,5.33,3.752,4.67,9.0,0.67,0.549,-0.202,0.743,1.663,23.338,0.115,-0.017,-81.04,76.08,-146.17,-81.63,-1.68,200.0,59.0,0.006,5.856
29.975,6.4,5.0,5.66,3.731,4.72,9.0,0.64,0.636,-0.104,0.811,1.855,23.813,0.171,-0.003,-52.21,104.35,-220.02,-47.21,-1.76,200.0,59.0,0.006,6.219
29.985,6.2,5.0,5.49,3.742,4.7,9.0,0.65,0.597,-0.137,0.777,1.751,23.653,0.153,-0.11,107.42,-103.13,-269.23,11.75,-1.53,200.0,59.0,0.006,6.042
30.005,6.2,5.0,5.49,3.742,4.7,9.0,0.65,0.581,-0.175,0.782,1.757,23.69,0.067,-0.028,39.1,-18.5,-108.12,12.95,-1.81,200.0,59.0,0.006,6.042
30.005,3.8,4.0,4.34,3.809,4.12,9.0,0.8,0.388,-0.203,0.521,1.164,21.175,0.162,-0.018,110.41,4.17,-243.1,81.21,-1.71,200.0,59.0,0.006,3.707
30.015,8.2,5.0,6.58,3.647,4.86,9.0,0.49,1.059,0.464,1.182,2.586,25.495,0.113,0.113,105.79,133.45,-122.26,173.64,-2.27,200.0,59.0,0.006,7.693
30.035,6.2,5.0,5.49,3.742,4.7,9.0,0.65,0.587,-0.161,0.781,1.755,23.691,0.23,0.136,-193.56,361.01,-216.47,-66.46,-1.71,200.0,59.0,0.006,6.042
30.045,8.2,5.0,6.58,3.647,4.86,9.0,0.49,1.075,0.614,1.182,2.638,25.656,0.173,-0.074,56.07,-27.7,-273.02,-6.33,-1.6,200.0,59.0,0.006,7.693
30.055,5.6,5.0,5.05,3.77,4.61,9.0,0.7,0.493,-0.238,0.674,1.526,22.902,0.024,-0.088,163.37,-168.23,-97.48,75.58,-1.57,200.0,59.0,0.006,5.47
30.075,5.6,5.0,5.05,3.77,4.61,9.0,0.7,0.475,-0.282,0.676,1.539,22.939,0.157,-0.11,234.33,-163.79,-297.1,119.84,-2.1,200.0,59.0,0.006,5.47
30.095,7.0,5.0,6.22,3.7,4.76,9.0,0.59,0.783,0.064,0.888,2.078,24.436,0.082,-0.091,-75.17,-27.74,-134.84,-131.06,-2.1,200.0,59.0,0.006,6.729
30.105,8.0,5.0,6.52,3.654,4.84,9.0,0.51,1.046,0.584,1.102,2.586,25.493,0.288,-0.239,126.21,-195.87,-508.13,-67.77,-1.58,200.0,59.0,0.006,7.533
30.105,6.0,5.0,5.33,3.752,4.67,9.0,0.67,0.592,-0.08,0.736,1.649,23.442,0.09,-0.077,-111.78,9.32,-133.6,-152.6,-0.94,200.0,59.0,0.006,5.856
30.145,7.4,5.0,6.32,3.68,4.79,9.0,0.56,0.909,0.353,0.951,2.292,24.743,0.203,0.146,-93.67,312.67,-194.95,27.21,-1.72,200.0,59.0,0.006,7.055
30.155,6.8,5.0,6.03,3.711,4.75,9.0,0.61,0.71,-0.055,0.869,2.008,24.203,0.141,-0.163,262.99,-246.16,-304.27,105.3,-2.36,200.0,59.0,0.006,6.561
30.205,7.6,5.0,6.39,3.671,4.8,9.0,0.54,0.951,0.353,1.008,2.368,25.064,0.219,-0.053,155.6,-29.25,-344.57,94.2,-2.03,200.0,59.0,0.006,7.215
30.215,6.2,5.0,5.49,3.742,4.7,9.0,0.65,0.584,-0.168,0.782,1.756,23.677,0.206,-0.058,-150.38,106.94,-275.56,-171.69,-1.76,200.0,59.0,0.006,6.042
30.245,7.2,5.0,6.25,3.69,4.77,9.0,0.58,0.861,0.306,0.913,2.196,24.599,0.082,-0.076,15.38,-55.49,-144.97,-43.18,-1.49,200.0,59.0,0.006,6.893
30.245,4.8,5.0,4.65,3.798,4.45,9.0,0.76,0.422,-0.212,0.565,1.278,22.182,0.125,0.13,-29.49,226.28,-108.94,70.97,-1.38,200.0,59.0,0.006,4.69
30.265,7.6,5.0,6.39,3.671,4.8,9.0,0.54,0.957,0.432,1.004,2.39,24.949,0.25,-0.058,56.06,28.7,-371.06,5.35,-1.71,200.0,59.0,0.006,7.215
30.265,7.4,5.0,6.32,3.68,4.79,9.0,0.56,0.896,0.238,0.959,2.268,24.766,0.23,-0.19,169.34,-188.88,-420.4,4.52,-2.24,200.0,59.0,0.006,7.055
30.305,6.8,5.0,6.03,3.711,4.75,9.0,0.61,0.764,0.163,0.854,2.02,24.147,0.148,-0.088,87.39,-71.49,-251.55,9.89,-1.23,200.0,59.0,0.006,6.561
30.305,6.0,5.0,5.33,3.752,4.67,9.0,0.67,0.579,-0.119,0.738,1.652,23.342,0.033,-0.091,69.74,-123.21,-94.9,-7.71,-1.14,200.0,59.0,0.006,5.856
30.325,7.8,5.0,6.46,3.662,4.82,9.0,0.53,1.003,0.484,1.07,2.483,25.223,0.21,-0.01,76.46,54.09,-301.12,57.86,-1.76,200.0,59.0,0.006,7.374
30.385,8.4,5.0,6.62,3.641,4.88,9.0,0.47,1.092,0.586,1.262,2.679,25.784,0.056,-0.075,-126.31,2.15,-84.82,-163.57,-1.84,200.0,59.0,0.006,7.856
30.385,4.2,5.0,4.49,3.811,4.28,9.0,0.79,0.381,-0.244,0.525,1.162,21.656,0.123,-0.06,-73.8,26.75,-178.05,-107.58,-2.54,200.0,59.0,0.006,4.102
30.395,7.6,5.0,6.39,3.671,4.8,9.0,0.54,0.96,0.463,1.003,2.399,24.967,0.212,-0.01,11.77,87.74,-293.39,2.98,-1.58,200.0,59.0,0.006,7.215
30.395,6.6,5.0,5.84,3.721,4.73,9.0,0.62,0.681,-0.057,0.837,1.943,23.987,0.188,-0.049,178.21,-50.3,-306.55,116.51,-1.83,200.0,59.0,0.006,6.392
30.405,6.8,5.0,6.03,3.711,4.75,9.0,0.61,0.741,0.054,0.857,2.012,24.215,0.153,0.054,269.04,8.28,-232.04,270.86,-1.7,200.0,59.0,0.006,6.561
30.425,6.8,5.0,6.03,3.711,4.75,9.0,0.61,0.721,-0.027,0.865,2.009,24.196,0.142,-0.152,12.7,-113.23,-259.05,-102.36,-2.14,200.0,59.0,0.006,6.561
30.425,5.0,5.0,4.73,3.792,4.49,9.0,0.75,0.441,-0.209,0.587,1.335,22.435,0.316,-0.042,-145.99,177.8,-420.7,-156.38,-1.29,200.0,59.0,0.006,4.885
30.445,6.6,5.0,5.84,3.721,4.73,9.0,0.62,0.691,-0.022,0.833,1.943,23.995,0.193,-0.044,69.49,10.24,-292.45,26.74,-1.64,200.0,59.0,0.006,6.392
30.455,8.4,5.0,6.62,3.641,4.88,9.0,0.47,1.085,0.53,1.262,2.664,25.848,0.242,-0.137,188.71,-130.89,-419.44,60.05,-2.09,200.0,59.0,0.006,7.856
30.475,7.4,5.0,6.32,3.68,4.79,9.0,0.56,0.895,0.23,0.959,2.267,24.791,0.215,-0.202,147.87,-201.09,-403.28,-23.9,-2.28,200.0,59.0,0.006,7.055
30.485,5.4,5.0,4.93,3.778,4.58,9.0,0.72,0.475,-0.234,0.642,1.474,22.737,0.107,-0.146,218.52,-222.32,-245.92,78.87,-1.44,200.0,59.0,0.006,5.275
30.485,5.2,5.0,4.82,3.786,4.54,9.0,0.74,0.432,-0.282,0.617,1.416,22.587,0.232,-0.091,55.65,-17.67,-363.48,-19.75,-2.27,200.0,59.0,0.006,5.08
30.515,8.4,5.0,6.62,3.641,4.88,9.0,0.47,1.092,0.59,1.262,2.679,25.806,0.115,-0.198,152.41,-246.93,-267.22,-16.53,-1.82,200.0,59.0,0.006,7.856
30.525,8.2,5.0,6.58,3.647,4.86,9.0,0.49,1.07,0.571,1.182,2.628,25.721,0.18,-0.096,122.15,-82.27,-306.45,33.07,-1.78,200.0,59.0,0.006,7.693
30.535,4.8,5.0,4.65,3.798,4.45,9.0,0.76,0.417,-0.223,0.565,1.282,22.328,0.14,-0.175,175.54,-219.52,-295.85,20.05,-1.49,200.0,59.0,0.006,4.69
30.565,8.0,5.0,6.52,3.654,4.84,9.0,0.51,1.022,0.341,1.102,2.501,25.473,-0.158,-0.182,204.04,-389.81,101.72,38.85,-2.76,200.0,59.0,0.006,7.533
30.585,7.8,5.0,6.46,3.662,4.82,9.0,0.53,1.021,0.654,1.08,2.536,25.23,0.115,-0.138,7.95,-107.73,-216.25,-96.0,-1.14,200.0,59.0,0.006,7.374
30.605,7.4,5.0,6.32,3.68,4.79,9.0,0.56,0.906,0.313,0.954,2.283,24.802,0.214,0.085,-79.09,244.05,-241.61,-4.13,-1.88,200.0,59.0,0.006,7.055
30.645,7.2,5.0,6.25,3.69,4.77,9.0,0.58,0.862,0.314,0.914,2.197,24.57,0.118,-0.106,75.76,-101.56,-219.63,-14.09,-1.46,200.0,59.0,0.006,6.893
30.655,6.0,5.0,5.33,3.752,4.67,9.0,0.67,0.55,-0.199,0.742,1.662,23.397,0.067,-0.169,63.73,-194.71,-175.08,-71.57,-1.65,200.0,59.0,0.006,5.856
30.655,3.8,4.0,4.34,3.809,4.12,9.0,0.8,0.382,-0.228,0.526,1.176,21.285,0.136,0.034,-132.1,171.71,-148.09,-87.59,-2.32,200.0,59.0,0.006,3.707
30.715,7.6,5.0,6.39,3.671,4.8,9.0,0.54,0.946,0.319,1.01,2.36,25.075,0.108,-0.009,59.03,14.23,-162.03,43.6,-2.2,200.0,59.0,0.006,7.215
30.735,8.4,5.0,6.62,3.641,4.88,9.0,0.47,1.09,0.574,1.262,2.678,25.835,0.118,-0.166,191.62,-229.21,-265.68,39.54,-1.89,200.0,59.0,0.006,7.856
30.745,6.6,5.0,5.84,3.721,4.73,9.0,0.62,0.71,0.052,0.83,1.945,24.098,0.184,-0.151,213.74,-188.37,-354.55,70.13,-1.29,200.0,59.0,0.006,6.392
30.755,7.6,5.0,6.39,3.671,4.8,9.0,0.54,0.952,0.369,1.008,2.372,25.135,0.115,-0.233,38.22,-235.17,-263.95,-142.44,-1.97,200.0,59.0,0.006,7.215
30.825,7.0,5.0,6.22,3.7,4.76,9.0,0.59,0.76,-0.018,0.898,2.074,24.402,0.254,-0.086,-54.29,51.46,-375.66,-111.48,-2.78,200.0,59.0,0.006,6.729
30.895,7.8,5.0,6.46,3.662,4.82,9.0,0.53,0.975,0.261,1.08,2.42,25.182,0.264,-0.109,143.0,-65.3,-434.95,40.57,-2.93,200.0,59.0,0.006,7.374
30.895,6.0,5.0,5.33,3.752,4.67,9.0,0.67,0.545,-0.212,0.744,1.665,23.423,0.124,-0.033,-23.02,34.2,-181.06,-44.75,-1.76,200.0,59.0,0.006,5.856
30.905,8.2,5.0,6.58,3.647,4.86,9.0,0.49,1.097,0.767,1.182,2.687,25.651,0.271,-0.132,-58.85,8.25,-419.0,-150.11,-1.05,200.0,59.0,0.006,7.693
30.935,8.2,5.0,6.58,3.647,4.86,9.0,0.49,1.084,0.68,1.182,2.658,25.625,0.046,-0.114,157.83,-187.41,-140.4,49.47,-1.35,200.0,59.0,0.006,7.693
30.945,8.0,5.0,6.52,3.654,4.84,9.0,0.51,1.034,0.442,1.102,2.531,25.546,0.197,-0.164,0.79,-95.24,-341.4,-123.01,-2.2,200.0,59.0,0.006,7.533
30.945,7.4,5.0,6.32,3.68,4.79,9.0,0.56,0.903,0.285,0.956,2.277,24.958,-0.013,-0.019,-55.61,-1.61,19.12,-61.85,-2.0,200.0,59.0,0.006,7.055
30.945,5.4,5.0,4.93,3.778,4.58,9.0,0.72,0.468,-0.251,0.643,1.478,22.827,0.136,-0.166,17.26,-136.15,-262.03,-110.59,-1.62,200.0,59.0,0.006,5.275
30.975,7.6,5.0,6.39,3.671,4.8,9.0,0.54,0.958,0.434,1.004,2.39,25.16,0.057,-0.109,101.94,-149.75,-143.44,4.9,-1.7,200.0,59.0,0.006,7.215
30.985,7.6,5.0,6.39,3.671,4.8,9.0,0.54,0.945,0.312,1.01,2.358,24.971,0.209,-0.078,-108.86,65.1,-303.59,-152.63,-2.24,200.0,59.0,0.006,7.215
31.005,6.6,5.0,5.84,3.721,4.73,9.0,0.62,0.678,-0.069,0.838,1.943,23.982,0.046,-0.062,51.48,-75.35,-98.65,-2.76,-1.9,200.0,59.0,0.006,6.392
31.025,6.4,5.0,5.66,3.731,4.72,9.0,0.64,0.626,-0.135,0.815,1.857,23.78,0.17,-0.035,19.56,34.82,-252.64,-9.43,-1.95,200.0,59.0,0.006,6.219
31.045,4.6,5.0,4.58,3.803,4.39,9.0,0.77,0.413,-0.198,0.546,1.222,21.989,0.124,-0.192,207.6,-265.89,-291.16,32.23,-1.29,200.0,59.0,0.006,4.494
31.075,4.8,5.0,4.65,3.798,4.45,9.0,0.76,0.408,-0.259,0.573,1.295,22.229,0.132,0.071,-47.34,174.08,-143.24,13.62,-2.14,200.0,59.0,0.006,4.69
